l_entity_id,r_business_id,_sim_score
20722,17684,1.0
22413,17684,1.0
32836,17684,1.0
36895,17684,1.0
57851,17684,1.0
59234,17684,1.0
60987,17684,1.0
63060,17684,1.0
64330,17684,1.0
65021,17684,1.0
66242,17684,1.0
85545,17684,1.0
87011,17684,1.0
89238,17684,1.0
89689,17684,1.0
51270,17693,0.8
37967,17717,1.0
21410,17718,1.0
37967,17752,1.0
55157,17790,0.8
80814,17790,0.8
31208,17799,1.0
76577,17799,1.0
14195,17866,1.0
18133,17871,1.0
67849,17900,1.0
49798,17921,1.0
1507,17924,1.0
60460,17924,1.0
79983,17924,1.0
6960,17929,1.0
93130,17929,1.0
39231,17936,0.8333333333333334
79734,17936,0.8333333333333334
18216,17946,1.0
72488,17958,1.0
11510,17995,1.0
90707,18000,1.0
62340,18002,1.0
43798,18007,1.0
45497,18007,1.0
52822,18007,1.0
65417,18007,1.0
63758,18012,1.0
81391,18020,1.0
33324,18041,1.0
84689,18042,1.0
47221,18064,1.0
73257,18065,1.0
75525,18098,1.0
14016,18139,1.0
27942,18141,1.0
33653,18141,1.0
37371,18141,1.0
27942,18142,1.0
33653,18142,1.0
37371,18142,1.0
80959,18161,1.0
89950,18161,1.0
57524,18166,0.8
89563,18166,0.8
3678,18184,1.0
3678,18185,1.0
30247,18186,1.0
58253,18196,0.8
73558,18196,0.8
9154,18216,1.0
14700,18216,1.0
20303,18216,1.0
9238,18224,1.0
14152,18224,1.0
45128,18238,1.0
11861,18291,1.0
15446,18298,1.0
18862,18298,1.0
47917,18326,0.8
17334,18336,1.0
86612,18356,1.0
13968,18367,1.0
51473,18400,1.0
76567,18401,1.0
36627,18404,1.0
15328,18450,0.875
11638,18451,0.8
36300,18451,1.0
4205,18458,1.0
93910,18514,1.0
45937,18543,0.8
85332,18543,0.8
42372,18555,1.0
27384,18580,1.0
2284,18596,1.0
65205,18607,1.0
65205,18608,1.0
25910,18616,1.0
70850,18628,1.0
8135,18632,1.0
53666,18632,1.0
58299,18632,1.0
92663,18645,1.0
2303,18674,1.0
69529,18676,1.0
7039,18706,1.0
12101,18714,1.0
35,18720,1.0
9402,18731,1.0
8125,18786,1.0
22706,18786,1.0
15657,18789,1.0
21730,18790,1.0
34150,18795,1.0
46268,18795,1.0
15328,18808,0.875
69143,18809,1.0
987,18811,1.0
13654,18821,1.0
29537,18821,1.0
56101,18853,1.0
3686,18879,1.0
520,18912,1.0
20429,18912,1.0
44015,18912,1.0
57524,18912,0.8
89563,18912,0.8
90314,18912,1.0
66890,18945,1.0
18999,18953,1.0
29007,18994,1.0
64000,19010,1.0
12127,19015,1.0
12127,19016,1.0
1047,19075,0.8333333333333334
84701,19084,1.0
24303,19123,0.8
74946,19124,0.8
54747,19135,1.0
32795,19139,1.0
12795,19183,0.8333333333333334
17781,19188,1.0
66427,19188,1.0
53671,19200,0.8
48504,19207,1.0
48981,19222,1.0
48981,19223,1.0
22836,19232,1.0
48435,19253,1.0
10992,19258,1.0
29319,19269,1.0
25278,19297,1.0
53592,19302,1.0
88837,19310,0.8333333333333334
49071,19331,1.0
10704,19340,1.0
81066,19340,1.0
40130,19344,1.0
74849,19348,1.0
74849,19349,1.0
84496,19363,1.0
52703,19377,1.0
87769,19377,1.0
13975,19429,1.0
24673,19429,1.0
41588,19429,1.0
54139,19429,1.0
78448,19429,1.0
74450,19436,1.0
91621,19436,1.0
8585,19443,1.0
92593,19453,0.8
15071,19459,1.0
60044,19471,1.0
18566,19485,1.0
66974,19534,1.0
16132,19566,1.0
18027,19566,1.0
19096,19566,1.0
20722,19566,1.0
22413,19566,1.0
32836,19566,1.0
36895,19566,1.0
57851,19566,1.0
59234,19566,1.0
60987,19566,1.0
63060,19566,1.0
64330,19566,1.0
65021,19566,1.0
66242,19566,1.0
85545,19566,1.0
87011,19566,1.0
89238,19566,1.0
89689,19566,1.0
17781,19596,1.0
66427,19596,1.0
71897,19613,1.0
92058,19613,1.0
42410,19638,1.0
75968,19638,1.0
65663,19677,1.0
43099,19684,1.0
60122,19684,1.0
65705,19684,1.0
84462,19718,1.0
34794,19743,1.0
5280,19755,1.0
27133,19757,1.0
38955,19780,1.0
71581,19791,1.0
80797,19791,1.0
70887,19821,1.0
51407,19829,1.0
85245,19831,1.0
56702,19834,0.8
66445,19834,0.8
78154,19879,1.0
8553,19900,0.8
36147,19900,0.8
24990,19905,1.0
3334,19909,1.0
68163,19924,1.0
60114,19931,1.0
38731,19962,1.0
71372,19965,1.0
80023,19966,1.0
41274,20010,1.0
55440,20023,1.0
90977,20033,1.0
35684,20039,1.0
9530,20136,1.0
53729,20151,1.0
74355,20151,1.0
11331,20179,1.0
53470,20179,1.0
42313,20193,1.0
47116,20195,1.0
15095,20210,0.8333333333333334
29729,20273,0.8
71797,20291,1.0
35701,20326,1.0
31319,20339,1.0
41193,20339,1.0
45467,20339,1.0
81149,20339,1.0
13519,20371,1.0
51270,20390,0.8
63612,20411,0.8
25595,20414,1.0
63549,20414,1.0
77522,20414,1.0
29496,20418,0.8
29496,20419,0.8
86388,20435,1.0
13146,20467,1.0
10035,20470,1.0
21051,20474,1.0
92059,20512,0.8
6819,20558,0.8
55802,20570,1.0
56293,20576,1.0
68313,20621,1.0
55574,20631,0.8
38261,20663,1.0
12976,20729,1.0
28898,20760,1.0
80136,20760,1.0
71574,20766,1.0
91989,20772,1.0
51270,20785,0.8
21739,20828,1.0
5479,20837,1.0
7075,20837,1.0
60921,20838,1.0
49718,20844,1.0
64496,20844,1.0
18331,20845,1.0
21533,20849,1.0
10449,20852,1.0
54294,20852,1.0
59154,20852,1.0
35047,20854,1.0
25027,20858,1.0
5331,20874,1.0
60185,20878,1.0
44534,20879,1.0
25603,20906,1.0
64000,20919,1.0
48592,20925,1.0
17251,20933,1.0
51473,20936,1.0
54951,20938,1.0
54951,20939,1.0
51270,20943,0.8
86748,20950,1.0
5760,20961,1.0
57171,20973,1.0
57171,20974,1.0
36596,20987,0.8333333333333334
72589,20987,0.8333333333333334
51270,20993,0.8
7189,20994,1.0
15328,21061,0.875
58774,21073,1.0
83413,21079,1.0
11812,21083,1.0
24303,21103,0.8
52300,21107,1.0
56237,21113,1.0
90974,21128,1.0
64680,21135,1.0
16342,21154,1.0
2994,21188,1.0
18328,21188,1.0
34819,21188,1.0
76180,21188,1.0
73424,21202,1.0
31936,21209,1.0
78162,21236,1.0
55483,21252,1.0
53785,21300,1.0
32251,21306,1.0
261,21310,1.0
42194,21310,1.0
81024,21310,1.0
7782,21342,1.0
93106,21370,1.0
88407,21397,1.0
93329,21397,1.0
26812,21402,1.0
90011,21402,1.0
90902,21402,1.0
89836,21422,1.0
15095,21469,0.8333333333333334
30966,21481,0.8571428571428571
70420,21487,1.0
1713,21517,1.0
32147,21517,1.0
80487,21529,1.0
82681,21529,1.0
2378,21542,1.0
74354,21542,1.0
42178,21557,1.0
89884,21560,1.0
43568,21579,1.0
11629,21651,1.0
75752,21651,1.0
7751,21670,1.0
7751,21671,1.0
40062,21685,1.0
40062,21686,1.0
37449,21694,1.0
88122,21705,1.0
15568,21714,1.0
54458,21718,1.0
6278,21719,0.8
16158,21719,0.8
68263,21719,0.8
89274,21741,1.0
422,21756,1.0
34404,21756,1.0
74504,21756,1.0
90572,21756,1.0
422,21757,1.0
34404,21757,1.0
74504,21757,1.0
90572,21757,1.0
4491,21758,1.0
72749,21758,1.0
74433,21758,1.0
6809,21811,1.0
55926,21822,0.8
78833,21831,1.0
16305,21835,1.0
18189,21851,1.0
6278,21859,0.8
16158,21859,0.8
68263,21859,0.8
45287,21878,1.0
11516,21896,1.0
78747,21914,1.0
23585,21982,1.0
36795,22015,1.0
58787,22021,1.0
14977,22046,0.8
80221,22046,0.8
88401,22046,0.8
32969,22049,1.0
68381,22049,1.0
72601,22067,1.0
5672,22090,1.0
74726,22090,1.0
15265,22094,1.0
28526,22107,1.0
55694,22107,1.0
1431,22124,1.0
18528,22124,1.0
91392,22132,1.0
86351,22163,1.0
4720,22189,1.0
40460,22205,1.0
4904,22246,1.0
37714,22270,1.0
70154,22270,1.0
67849,22285,1.0
5173,22288,1.0
16922,22322,1.0
32293,22328,1.0
32293,22329,1.0
62537,22333,1.0
17428,22341,1.0
35604,22348,1.0
77385,22348,1.0
3456,22353,1.0
41702,22356,1.0
2824,22365,1.0
55655,22365,1.0
24209,22381,1.0
29003,22381,1.0
31434,22381,1.0
34823,22381,1.0
93490,22381,0.8
22786,22403,1.0
59493,22503,1.0
52348,22539,1.0
22603,22579,1.0
25557,22579,1.0
93726,22580,0.8
29663,22583,1.0
40366,22598,1.0
42707,22598,1.0
70887,22622,1.0
53413,22654,1.0
59759,22664,1.0
82461,22664,1.0
61258,22669,1.0
10733,22680,1.0
16062,22695,1.0
1280,22702,1.0
71298,22702,1.0
47840,22714,1.0
27039,22723,1.0
18248,22752,1.0
38935,22770,1.0
49718,22788,1.0
64496,22788,1.0
52258,22801,1.0
44591,22817,1.0
27962,22825,1.0
50165,22825,1.0
88882,22825,1.0
47781,22837,1.0
45915,22921,0.8
46813,22921,0.8
50340,22921,0.8
86048,22921,0.8
19697,22935,1.0
90219,22940,1.0
51320,22951,1.0
49285,22965,1.0
65970,22976,1.0
19707,23011,1.0
19377,23056,1.0
12899,23066,1.0
29607,23084,1.0
19765,23104,0.8
62283,23104,1.0
16639,23113,1.0
16248,23128,1.0
32038,23128,1.0
4551,23137,1.0
33898,23143,1.0
58091,23145,1.0
78867,23178,1.0
39662,23185,1.0
5084,23196,1.0
1029,23205,1.0
1724,23205,1.0
85120,23205,1.0
30966,23273,0.8571428571428571
17358,23341,1.0
56354,23341,1.0
58704,23341,1.0
67799,23341,1.0
70865,23341,0.8333333333333334
73374,23341,1.0
83126,23341,1.0
92568,23341,0.8
20614,23356,1.0
92568,23357,0.8
24874,23366,1.0
35885,23398,1.0
60864,23398,1.0
72635,23398,1.0
42304,23431,1.0
80775,23431,1.0
623,23447,1.0
2430,23447,1.0
45753,23449,1.0
43379,23451,1.0
60368,23456,1.0
19600,23489,1.0
49650,23497,1.0
4537,23508,1.0
14235,23511,1.0
91499,23511,1.0
72522,23548,1.0
53413,23555,1.0
14123,23597,1.0
68663,23614,1.0
26735,23625,1.0
25793,23684,1.0
63934,23734,1.0
1463,23751,1.0
36795,23760,1.0
17382,23794,1.0
49163,23818,1.0
24185,23821,1.0
14078,23837,1.0
29445,23846,1.0
71498,23846,1.0
92459,23846,1.0
55535,23853,1.0
81285,23868,1.0
81285,23869,1.0
28108,23877,1.0
25890,23884,1.0
48575,23884,0.8333333333333334
25560,23897,1.0
10262,23907,1.0
26310,23907,1.0
40677,23907,1.0
90324,23907,1.0
70965,23912,1.0
10262,23918,1.0
26310,23918,1.0
40677,23918,1.0
90324,23918,1.0
80776,23929,1.0
53790,23946,1.0
85580,23950,1.0
35651,23952,1.0
21761,23971,1.0
49971,23978,1.0
22123,24041,1.0
68132,24041,1.0
59759,24044,1.0
82461,24044,1.0
76726,24046,1.0
76538,24077,1.0
18623,24099,1.0
18623,24100,1.0
20924,24111,1.0
63393,24111,1.0
56554,24112,1.0
66870,24122,1.0
49737,24218,1.0
86082,24218,1.0
82632,24235,0.8
75935,24255,1.0
51780,24277,1.0
68245,24287,1.0
88589,24287,1.0
55842,24306,1.0
65928,24323,1.0
65928,24324,1.0
69459,24328,1.0
3342,24358,1.0
78099,24358,1.0
38688,24373,0.8333333333333334
15328,24375,0.875
7576,24381,1.0
33418,24381,1.0
57861,24381,1.0
53420,24385,1.0
53420,24386,1.0
47494,24453,0.8333333333333334
32657,24462,1.0
47055,24505,1.0
84708,24564,1.0
84436,24578,1.0
71166,24654,1.0
43139,24667,0.8333333333333334
4142,24712,1.0
4147,24712,1.0
9925,24712,1.0
11093,24712,1.0
19743,24712,1.0
24611,24712,1.0
37932,24712,1.0
43669,24712,1.0
47940,24712,1.0
51981,24712,1.0
56456,24712,1.0
71309,24712,1.0
83187,24712,1.0
90126,24712,1.0
10466,24778,1.0
88979,24798,0.8
55949,24818,1.0
72272,24826,1.0
83443,24831,1.0
34918,24882,0.8
25327,24891,1.0
69875,24897,1.0
80336,24897,1.0
4142,24904,1.0
4147,24904,1.0
9925,24904,1.0
11093,24904,1.0
19743,24904,1.0
24611,24904,1.0
37932,24904,1.0
43669,24904,1.0
47940,24904,1.0
51981,24904,1.0
56456,24904,1.0
71309,24904,1.0
83187,24904,1.0
90126,24904,1.0
520,24912,1.0
20429,24912,1.0
44015,24912,1.0
57524,24912,0.8
89563,24912,0.8
90314,24912,1.0
25253,24978,1.0
49971,24985,1.0
25369,24989,1.0
74416,25028,1.0
20050,25061,1.0
6000,25111,1.0
66509,25142,1.0
41632,25144,1.0
91831,25144,1.0
6000,25148,1.0
70810,25185,1.0
28259,25200,1.0
42975,25224,1.0
31444,25225,1.0
94303,25236,1.0
15095,25243,0.8333333333333334
78138,25271,0.8
3210,25274,1.0
46466,25274,1.0
90908,25277,1.0
26218,25284,1.0
36503,25358,1.0
1547,25396,1.0
29319,25442,1.0
29455,25466,1.0
58460,25541,1.0
32496,25595,1.0
84820,25624,1.0
84820,25625,1.0
92023,25636,1.0
77912,25645,1.0
14443,25649,1.0
85050,25649,1.0
21995,25673,1.0
31017,25673,1.0
21995,25674,1.0
31017,25674,1.0
86167,25682,1.0
25436,25698,0.8
87527,25729,1.0
23019,25777,1.0
25261,25777,1.0
71277,25777,1.0
90460,25807,1.0
61032,25898,0.8
39429,25952,1.0
17358,25988,0.8333333333333334
56354,25988,0.8333333333333334
58704,25988,0.8333333333333334
67799,25988,0.8333333333333334
73374,25988,0.8333333333333334
83126,25988,0.8333333333333334
25439,25990,1.0
82613,26001,1.0
87105,26013,1.0
50245,26031,1.0
59226,26031,1.0
55680,26032,0.8
63385,26037,1.0
57644,26088,1.0
1507,26116,1.0
60460,26116,1.0
79983,26116,1.0
5878,26159,1.0
44968,26159,1.0
44207,26167,1.0
14356,26215,1.0
14226,26229,1.0
23651,26229,1.0
10680,26310,1.0
4775,26321,1.0
90379,26323,1.0
87638,26348,1.0
28551,26417,1.0
71861,26417,1.0
28516,26431,1.0
86854,26457,1.0
87792,26498,1.0
10445,26513,0.8
38581,26542,1.0
78612,26584,1.0
72199,26649,1.0
11753,26661,1.0
94127,26661,1.0
14948,26669,1.0
6486,26673,1.0
57485,26675,1.0
1078,26682,1.0
50360,26682,1.0
86335,26682,1.0
76530,26690,1.0
67253,26704,1.0
22008,26720,0.8
86134,26720,0.8
93352,26732,1.0
54958,26756,1.0
68190,26762,1.0
68190,26763,0.8
10993,26769,1.0
13492,26769,1.0
27595,26769,1.0
36460,26769,1.0
36755,26769,1.0
43817,26769,1.0
67521,26769,1.0
70942,26769,1.0
84365,26769,1.0
10985,26772,1.0
89502,26772,1.0
69436,26810,1.0
52263,26829,1.0
73887,26831,1.0
52494,26836,1.0
12253,26865,1.0
38814,26882,1.0
38814,26883,1.0
22008,26897,1.0
86134,26897,1.0
38245,26914,1.0
74029,26914,1.0
30500,26921,1.0
34800,26921,1.0
39508,26944,1.0
85263,26944,1.0
86358,26991,1.0
36361,26992,1.0
19473,27011,1.0
19473,27012,1.0
82645,27025,1.0
3253,27046,1.0
72200,27066,1.0
9323,27067,1.0
19992,27072,1.0
32638,27073,1.0
59888,27073,1.0
13038,27075,1.0
64512,27105,1.0
14036,27107,1.0
16770,27107,1.0
24606,27114,1.0
84665,27115,1.0
39728,27122,1.0
77364,27149,1.0
37096,27155,1.0
7007,27156,1.0
44064,27163,1.0
51719,27166,1.0
88274,27170,1.0
43274,27176,1.0
2017,27178,1.0
14403,27178,1.0
17314,27178,1.0
34910,27178,1.0
22617,27195,1.0
11653,27213,1.0
7823,27226,1.0
31999,27226,1.0
69261,27226,1.0
76034,27226,1.0
80803,27241,1.0
21583,27244,1.0
50765,27258,1.0
94131,27269,1.0
27626,27283,1.0
2545,27295,1.0
16921,27295,1.0
2921,27303,1.0
2017,27321,1.0
14403,27321,1.0
17314,27321,1.0
34910,27321,1.0
87696,27329,1.0
4062,27333,1.0
23332,27336,1.0
44990,27336,1.0
19288,27343,1.0
17248,27356,1.0
93582,27356,1.0
59635,27359,1.0
44719,27360,1.0
20493,27365,1.0
20493,27366,1.0
33930,27374,1.0
49230,27388,1.0
3286,27402,1.0
87600,27402,1.0
8443,27414,1.0
68047,27414,1.0
19288,27433,1.0
6713,27441,1.0
17378,27468,1.0
17302,27483,1.0
93458,27483,1.0
75661,27512,1.0
12003,27526,1.0
12003,27527,1.0
4600,27532,1.0
41218,27532,1.0
4600,27533,1.0
41218,27533,1.0
21341,27536,1.0
41661,27536,1.0
70053,27543,1.0
70053,27544,1.0
9160,27566,1.0
19718,27586,1.0
24454,27617,1.0
38697,27622,1.0
84925,27625,1.0
56461,27643,1.0
72198,27646,1.0
76978,27648,1.0
73083,27686,1.0
88315,27686,1.0
49900,27687,1.0
49963,27687,1.0
78082,27687,1.0
87381,27687,1.0
49900,27688,1.0
49963,27688,1.0
78082,27688,1.0
87381,27688,1.0
302,27698,1.0
5376,27698,1.0
515,27704,1.0
19280,27704,1.0
42749,27704,1.0
7023,27707,1.0
47745,27707,1.0
15609,27714,1.0
25790,27714,1.0
73431,27714,1.0
2062,27718,1.0
15748,27720,1.0
27177,27720,1.0
47267,27722,1.0
6666,27728,1.0
30528,27728,1.0
42760,27728,1.0
66073,27728,1.0
67366,27728,1.0
54365,27735,1.0
73047,27737,1.0
79363,27739,1.0
32102,27749,1.0
32178,27751,1.0
71327,27751,1.0
30456,27755,1.0
2275,27774,1.0
35633,27778,1.0
51269,27778,1.0
33186,27782,1.0
45010,27782,1.0
58905,27782,1.0
66514,27784,1.0
63105,27803,1.0
35433,27813,0.8
3811,27814,1.0
27008,27839,1.0
27008,27840,1.0
85429,27841,1.0
52621,27867,1.0
90549,27902,1.0
41962,27947,1.0
92681,27947,1.0
7099,27964,1.0
93072,27969,1.0
51825,27983,1.0
76804,27983,1.0
9669,28016,1.0
12492,28017,1.0
26009,28056,1.0
31429,28081,1.0
18544,28097,1.0
46129,28097,1.0
69382,28101,1.0
21857,28105,1.0
73420,28113,1.0
26638,28126,0.8
92756,28126,0.8
38078,28127,1.0
47277,28127,1.0
54156,28127,1.0
84043,28127,1.0
34001,28128,1.0
28496,28130,1.0
12544,28141,1.0
39536,28155,1.0
36972,28174,1.0
42127,28178,1.0
29551,28181,1.0
52232,28196,0.8
40883,28207,1.0
40883,28208,1.0
24606,28211,1.0
47286,28219,1.0
29011,28221,1.0
30367,28227,1.0
28623,28233,1.0
83127,28245,1.0
83127,28246,1.0
67225,28262,1.0
8528,28271,1.0
30168,28301,0.8
88298,28304,1.0
16498,28307,1.0
40088,28338,1.0
72283,28347,1.0
87574,28359,1.0
311,28362,1.0
37182,28362,1.0
82398,28364,1.0
21768,28367,1.0
18122,28368,1.0
79100,28368,1.0
12596,28369,1.0
58823,28371,1.0
27763,28386,1.0
1931,28397,1.0
27276,28397,1.0
72545,28413,1.0
30500,28418,1.0
34800,28418,1.0
67075,28438,0.8
83623,28438,0.8
29475,28441,1.0
38866,28441,1.0
51701,28441,1.0
25399,28447,1.0
91847,28447,1.0
23936,28453,1.0
14930,28497,1.0
37413,28498,1.0
45563,28498,1.0
27343,28507,1.0
30405,28507,1.0
38349,28507,1.0
73050,28507,1.0
73110,28507,1.0
44719,28509,1.0
33991,28516,1.0
89955,28516,1.0
41962,28526,1.0
92681,28526,1.0
12544,28599,1.0
63531,28601,1.0
26248,28610,1.0
26248,28611,1.0
82758,28626,1.0
17429,28671,1.0
21810,28676,1.0
56595,28687,1.0
94069,28694,1.0
302,28699,1.0
5376,28699,1.0
92800,28708,1.0
13388,28748,1.0
87386,28755,1.0
60215,28764,1.0
84551,28764,1.0
20832,28786,1.0
30893,28789,1.0
70209,28793,1.0
22536,28814,1.0
19718,28817,1.0
32417,28830,1.0
73990,28839,0.8
8310,28840,1.0
32638,28847,1.0
59888,28847,1.0
2842,28857,1.0
21689,28869,1.0
21689,28870,1.0
15985,28877,1.0
58924,28882,1.0
80642,28887,1.0
72394,28913,1.0
39536,28916,1.0
14186,28926,1.0
93835,28946,1.0
78851,28951,1.0
86974,28977,1.0
45102,29040,1.0
65775,29040,1.0
45102,29041,1.0
65775,29041,1.0
18122,29054,1.0
79100,29054,1.0
39077,29057,1.0
21964,29060,1.0
23804,29079,1.0
41979,29084,1.0
36353,29114,1.0
77812,29133,1.0
77812,29134,1.0
55168,29152,1.0
70128,29162,1.0
80562,29167,1.0
80562,29168,1.0
45689,29169,1.0
49633,29169,1.0
62629,29169,1.0
74824,29207,1.0
74824,29208,1.0
34244,29224,1.0
62408,29234,1.0
78510,29250,1.0
91148,29259,1.0
81045,29271,1.0
15013,29276,1.0
17586,29277,1.0
17586,29278,1.0
25879,29289,1.0
84955,29309,1.0
48630,29313,1.0
25171,29334,1.0
43659,29350,1.0
43659,29351,1.0
44426,29354,1.0
7408,29371,1.0
56807,29371,1.0
69034,29371,1.0
90097,29376,1.0
6814,29414,1.0
86891,29414,1.0
7338,29428,1.0
4215,29430,1.0
60973,29432,1.0
43605,29433,1.0
3564,29459,0.8
10382,29459,0.8
18548,29459,0.8
34699,29459,0.8
39020,29459,0.8
57474,29459,0.8
64312,29459,0.8
67559,29459,0.8
78120,29459,0.8
69304,29471,1.0
50641,29476,1.0
2209,29480,1.0
30854,29480,1.0
92976,29488,1.0
28623,29506,1.0
34831,29509,1.0
79253,29509,1.0
34831,29510,1.0
79253,29510,1.0
50893,29524,1.0
12999,29529,1.0
19636,29529,1.0
30049,29529,1.0
65000,29529,1.0
80426,29529,1.0
84955,29530,1.0
82785,29532,1.0
6719,29534,1.0
31461,29561,1.0
9533,29568,1.0
45689,29576,1.0
49633,29576,1.0
62629,29576,1.0
72554,29595,1.0
56156,29619,1.0
21421,29622,1.0
23605,29622,1.0
40477,29622,1.0
59188,29622,1.0
88865,29622,1.0
12596,29627,1.0
70264,29647,1.0
18364,29661,1.0
41137,29696,1.0
76415,29696,1.0
82477,29696,1.0
52710,29700,1.0
90027,29706,1.0
7032,29707,1.0
23628,29707,1.0
25959,29722,1.0
82702,29722,1.0
16435,29733,1.0
3892,29735,1.0
3183,29749,1.0
904,29775,0.8
36676,29778,1.0
72788,29795,1.0
91838,29805,1.0
71548,29809,1.0
20832,29814,1.0
4001,29829,1.0
82075,29849,1.0
2275,29859,1.0
32908,29896,1.0
35478,29896,1.0
4536,29907,1.0
1078,29923,1.0
50360,29923,1.0
86335,29923,1.0
9745,29943,1.0
32218,29953,1.0
1640,29976,1.0
17140,29976,1.0
18078,29976,1.0
22753,29976,1.0
39980,29976,1.0
65536,29976,1.0
86245,29976,1.0
88356,29976,1.0
89574,29976,1.0
89575,29976,1.0
93978,29978,1.0
73055,30047,1.0
79589,30062,1.0
3647,30068,1.0
4047,30068,1.0
27299,30068,1.0
1222,30070,1.0
42550,30070,1.0
34761,30085,1.0
48587,30085,1.0
43215,30088,1.0
59210,30099,1.0
39100,30112,1.0
21015,30113,1.0
29486,30118,1.0
60571,30126,1.0
24789,30130,1.0
40012,30186,1.0
66514,30207,0.8
70053,30213,1.0
66621,30238,1.0
28544,30254,1.0
17433,30267,1.0
20565,30267,1.0
17433,30268,1.0
20565,30268,1.0
29278,30273,1.0
91727,30273,1.0
58989,30332,1.0
49900,30358,1.0
49963,30358,1.0
78082,30358,1.0
87381,30358,1.0
70734,30370,1.0
57372,30405,1.0
30012,30444,1.0
14132,30465,1.0
90799,30470,1.0
59151,30473,1.0
961,30479,1.0
70128,30483,1.0
50529,30491,1.0
28339,30502,1.0
14801,30528,1.0
52109,30529,1.0
65215,30529,1.0
86774,30532,1.0
53588,30540,1.0
31495,30545,1.0
72578,30558,1.0
91261,30558,1.0
57757,30568,1.0
34831,30575,1.0
79253,30575,1.0
34831,30576,1.0
79253,30576,1.0
43005,30581,1.0
87229,30585,1.0
47535,30588,1.0
6522,30594,1.0
1344,30595,1.0
8239,30595,1.0
54157,30600,1.0
1640,30610,1.0
17140,30610,1.0
18078,30610,1.0
22753,30610,1.0
39980,30610,1.0
65536,30610,1.0
86245,30610,1.0
88356,30610,1.0
89574,30610,1.0
89575,30610,1.0
78432,30621,1.0
80666,30631,1.0
94033,30632,1.0
78757,30641,1.0
68675,30642,1.0
23271,30676,1.0
59569,30676,1.0
77084,30676,1.0
91340,30676,1.0
77101,30678,1.0
33073,30705,1.0
18843,30742,1.0
42447,30775,1.0
84669,30793,1.0
86774,30808,1.0
81697,30874,1.0
5607,30882,1.0
24442,30900,0.8333333333333334
4392,30957,1.0
55717,30962,1.0
8363,30974,1.0
68892,30994,1.0
61487,30996,1.0
14552,31013,1.0
72917,31018,1.0
27612,31039,1.0
40097,31039,1.0
79956,31064,1.0
82075,31067,1.0
41471,31088,1.0
53772,31088,1.0
83658,31088,1.0
28126,31123,1.0
31429,31148,1.0
32638,31149,1.0
59888,31149,1.0
1406,31158,1.0
75386,31184,1.0
20205,31186,1.0
50498,31186,1.0
52862,31186,1.0
55154,31186,1.0
80207,31186,1.0
93090,31186,1.0
20551,31206,1.0
34695,31206,1.0
45836,31220,1.0
46208,31239,1.0
75665,31240,1.0
93687,31249,1.0
44426,31255,1.0
49900,31260,1.0
49963,31260,1.0
78082,31260,1.0
87381,31260,1.0
76679,31264,1.0
76679,31265,1.0
40113,31278,1.0
82081,31281,1.0
77812,31286,1.0
14623,31289,1.0
14623,31290,1.0
31106,31305,1.0
93043,31305,1.0
42401,31307,1.0
25605,31320,1.0
30500,31342,1.0
34800,31342,1.0
40028,31374,0.8
63896,31374,1.0
85560,31374,1.0
66462,31413,1.0
34447,31436,1.0
60371,31436,1.0
68921,31436,1.0
54854,31449,1.0
72510,31449,1.0
61936,31461,1.0
1406,31468,1.0
46038,31494,1.0
51825,31504,1.0
76804,31504,1.0
61936,31536,1.0
23332,31563,1.0
44990,31563,1.0
50768,31594,1.0
50768,31596,1.0
42800,31612,1.0
25133,31620,1.0
38860,31620,1.0
88000,31620,1.0
78851,31623,1.0
22709,31628,1.0
71320,31656,1.0
33619,31734,1.0
45944,31734,1.0
59635,31751,1.0
43037,31755,1.0
2888,31772,1.0
565,31773,1.0
565,31774,1.0
24783,31775,1.0
75540,31775,1.0
24783,31776,1.0
75540,31776,1.0
74736,31788,1.0
21023,31799,1.0
59229,31806,1.0
88670,31809,1.0
41273,31829,1.0
41273,31830,1.0
44315,31835,1.0
90761,31839,1.0
1181,31843,1.0
7602,31843,1.0
10497,31843,1.0
11467,31843,1.0
13026,31843,1.0
13750,31843,1.0
23200,31843,1.0
23750,31843,1.0
24777,31843,1.0
27749,31843,1.0
29720,31843,1.0
45516,31843,1.0
56021,31843,1.0
62359,31843,1.0
63288,31843,1.0
66383,31843,1.0
67002,31843,1.0
67698,31843,1.0
70576,31843,1.0
74878,31843,1.0
78498,31843,1.0
80364,31843,1.0
85886,31843,1.0
87401,31843,1.0
94350,31843,1.0
710,31846,1.0
18122,31849,1.0
79100,31849,1.0
56972,31851,1.0
60302,31852,1.0
84734,31852,1.0
85731,31852,1.0
47118,31864,1.0
42401,31872,1.0
16716,31874,1.0
52903,31901,1.0
80984,31908,1.0
85562,31908,1.0
49432,31912,1.0
39154,31935,1.0
68390,31935,1.0
67400,31947,1.0
59960,31963,1.0
93418,31963,1.0
94057,31963,1.0
77101,32004,1.0
38544,32033,1.0
13813,32055,1.0
41668,32072,1.0
66527,32077,1.0
83505,32085,1.0
25959,32090,1.0
82702,32090,1.0
16489,32102,1.0
27353,32105,1.0
93264,32108,1.0
93264,32109,1.0
84669,32122,1.0
82723,32128,1.0
18273,32143,1.0
30645,32183,1.0
43168,32183,1.0
65815,32183,1.0
58803,32185,1.0
58803,32186,1.0
61139,32191,0.8
17298,32202,1.0
